key,title,authors,venue,year,type,doi,url,ee,title_clean,authors_clean,first_author,title_author_combined
conf/associatio/namedentityrecogniti516,Named Entity Recognition in NLP,Peter Perez | J. Lopez | O. Clark | Iris Martin,Association for Computational Linguistics,2022,Conference Paper,,https://dblp.org/rec/conf/associatio/namedentityrecogniti516,,Named Entity Recognition in NLP,Peter Perez | J. Lopez | O. Clark | Iris Martin,Peter Perez,Named Entity Recognition in NLP Peter Perez
conf/icml/explainableai:method333,Explainable AI: Methods and Challenges,Peter Gonzalez,ICML,2024,Conference Paper,10.4146/559098,https://dblp.org/rec/conf/icml/explainableai:method333,https://doi.org/10.9156/495641,Explainable AI: Methods and Challenges,Peter Gonzalez,Peter Gonzalez,Explainable AI: Methods and Challenges Peter Gonzalez
conf/recsys/naturallanguageproce231,Natural Language Processing with Transformers,O. Anderson | Wendy Clark | Yara Anderson,RecSys,2024,Conference Paper,,https://dblp.org/rec/conf/recsys/naturallanguageproce231,https://doi.org/10.1576/499246,Natural Language Processing with Transformers,O. Anderson | Wendy Clark | Yara Anderson,O. Anderson,Natural Language Processing with Transformers O. Anderson
conf/recsys/automl:automatedmach367,AutoML: Automated Machine Learning Systems,Victor Harris | C. Gonzalez | Quinn Johnson,RecSys,2021,Conference Paper,10.1629/486884,https://dblp.org/rec/conf/recsys/automl:automatedmach367,,AutoML: Automated Machine Learning Systems,Victor Harris | C. Gonzalez | Quinn Johnson,Victor Harris,AutoML: Automated Machine Learning Systems Victor Harris
conf/wsdm/recommendationsystem444,Recommendation Systems with Collaborative Filtering,Kate Anderson,WSDM,2022,Conference Paper,10.4142/692663,https://dblp.org/rec/conf/wsdm/recommendationsystem444,https://doi.org/10.2551/937694,Recommendation Systems with Collaborative Filtering,Kate Anderson,Kate Anderson,Recommendation Systems with Collaborative Filtering Kate Anderson
conf/naacl/recurrentneuralnetwo119,Recurrent Neural Networks for Sequence Modeling,K. Perez,NAACL,2021,Conference Paper,10.7840/788118,https://dblp.org/rec/conf/naacl/recurrentneuralnetwo119,https://doi.org/10.9783/191758,Recurrent Neural Networks for Sequence Modeling,K. Perez,K. Perez,Recurrent Neural Networks for Sequence Modeling K. Perez
conf/internatio/explainableai:method324,Explainable AI: Methods and Challenges,Quinn Hernandez | Iris Jones,International Conference on Machine Learning,2021,Conference Paper,10.9688/160413,https://dblp.org/rec/conf/internatio/explainableai:method324,https://doi.org/10.5304/167510,Explainable AI: Methods and Challenges,Quinn Hernandez | Iris Jones,Quinn Hernandez,Explainable AI: Methods and Challenges Quinn Hernandez
conf/associatio/neuralarchitecturese387,Neural Architecture Search Techniques,Yara Gonzalez | Noah Lopez | A. Martin | Wendy Taylor,Association for Computational Linguistics,2023,Conference Paper,10.5715/764729,https://dblp.org/rec/conf/associatio/neuralarchitecturese387,https://doi.org/10.8058/632363,Neural Architecture Search Techniques,Yara Gonzalez | Noah Lopez | A. Martin | Wendy Taylor,Yara Gonzalez,Neural Architecture Search Techniques Yara Gonzalez
conf/neural inf/few-shotlearninginco275,Few-Shot Learning in Computer Vision: Methods and Applications,Emma Jackson,Neural Information Processing Systems,2021,Conference Paper,,https://dblp.org/rec/conf/neural inf/few-shotlearninginco275,https://doi.org/10.8146/382000,Few-Shot Learning in Computer Vision: Methods and Applications,Emma Jackson,Emma Jackson,Few-Shot Learning in Computer Vision: Methods and Applications Emma Jackson
conf/eccv/gptmodelsfortextgene260,GPT Models for Text Generation,Bob Johnson | Leo Thompson | H. Taylor,ECCV,2021,Conference Paper,10.6962/344946,https://dblp.org/rec/conf/eccv/gptmodelsfortextgene260,,GPT Models for Text Generation,Bob Johnson | Leo Thompson | H. Taylor,Bob Johnson,GPT Models for Text Generation Bob Johnson
conf/naacl/namedentityrecogniti517,NAMED ENTITY RECOGNITION IN NLP,Grace Perez,NAACL,2024,Conference Paper,10.2863/876846,https://dblp.org/rec/conf/naacl/namedentityrecogniti517,https://doi.org/10.4113/957915,NAMED ENTITY RECOGNITION IN NLP,Grace Perez,Grace Perez,NAMED ENTITY RECOGNITION IN NLP Grace Perez
conf/computer v/recurrentneuralnetwo115,recurrent neural networks for sequence modeling,Rachel Martin | Emma Lopez | Peter Clark,Computer Vision and Pattern Recognition,2024,Conference Paper,10.6238/166418,https://dblp.org/rec/conf/computer v/recurrentneuralnetwo115,,recurrent neural networks for sequence modeling,Rachel Martin | Emma Lopez | Peter Clark,Rachel Martin,recurrent neural networks for sequence modeling Rachel Martin
conf/kdd/machinelearningincom54,Machine Learning in Computer Vision,Leo Davis | Sam Moore | Leo Lee | Rachel Martin,KDD,2022,Conference Paper,10.3917/653066,https://dblp.org/rec/conf/kdd/machinelearningincom54,https://doi.org/10.3234/625691,Machine Learning in Computer Vision,Leo Davis | Sam Moore | Leo Lee | Rachel Martin,Leo Davis,Machine Learning in Computer Vision Leo Davis
conf/sigir/reinforcementlearnin205,reinforcement learning for game playing,Grace Smith | Z. Gonzalez,SIGIR,2021,Conference Paper,10.1943/887091,https://dblp.org/rec/conf/sigir/reinforcementlearnin205,https://doi.org/10.7513/113692,reinforcement learning for game playing,Grace Smith | Z. Gonzalez,Grace Smith,reinforcement learning for game playing Grace Smith
conf/iclr/federatedlearningfor342,Federated Learning for Privacy-Preserving ML,J. Hernandez | Alice Martinez,ICLR,2023,Conference Paper,10.1359/179790,https://dblp.org/rec/conf/iclr/federatedlearningfor342,,Federated Learning for Privacy-Preserving ML,J. Hernandez | Alice Martinez,J. Hernandez,Federated Learning for Privacy-Preserving ML J. Hernandez
conf/acl/neuralarchitecturese391,Neural Architecture Search Techniques,Jack Anderson,ACL,2024,Conference Paper,,https://dblp.org/rec/conf/acl/neuralarchitecturese391,,Neural Architecture Search Techniques,Jack Anderson,Jack Anderson,Neural Architecture Search Techniques Jack Anderson
conf/naacl/convolutionalneuraln89,Convolutional Neural Networks for Object Detection,Noah Brown | Olivia Thompson | Jack Lopez,NAACL,2021,Conference Paper,10.3199/768808,https://dblp.org/rec/conf/naacl/convolutionalneuraln89,https://doi.org/10.7396/727994,Convolutional Neural Networks for Object Detection,Noah Brown | Olivia Thompson | Jack Lopez,Noah Brown,Convolutional Neural Networks for Object Detection Noah Brown
conf/icml/anomalydetectionusin414,Anomaly Detection using Machine Learning - A Survey,B. Lopez | Yara Jones | Xavier Hernandez,ICML,2022,Conference Paper,10.4194/699598,https://dblp.org/rec/conf/icml/anomalydetectionusin414,https://doi.org/10.6807/940488,Anomaly Detection using Machine Learning - A Survey,B. Lopez | Yara Jones | Xavier Hernandez,B. Lopez,Anomaly Detection using Machine Learning - A Survey B. Lopez
conf/ieee trans/meta-learningalgorit306,Meta-Learning Algorithms and Applications,Wendy Miller | David Garcia,IEEE Transactions on Pattern Analysis and Machine Intelligence,2021,Conference Paper,10.1258/923853,https://dblp.org/rec/conf/ieee trans/meta-learningalgorit306,https://doi.org/10.1277/831954,Meta-Learning Algorithms and Applications,Wendy Miller | David Garcia,Wendy Miller,Meta-Learning Algorithms and Applications Wendy Miller
conf/emnlp/automl:automatedmach374,AutoML: Automated Machine Learning Systems,Zack Martin | Xavier Williams,EMNLP,2022,Conference Paper,10.9180/919940,https://dblp.org/rec/conf/emnlp/automl:automatedmach374,https://doi.org/10.5793/972734,AutoML: Automated Machine Learning Systems,Zack Martin | Xavier Williams,Zack Martin,AutoML: Automated Machine Learning Systems Zack Martin
conf/artificial/neuralnetworksforima30,Neural Networks for Image Recognition,Kate Harris | John Martin,Artificial Intelligence Journal,2024,Conference Paper,10.7340/964988,https://dblp.org/rec/conf/artificial/neuralnetworksforima30,https://doi.org/10.9609/988818,Neural Networks for Image Recognition,Kate Harris | John Martin,Kate Harris,Neural Networks for Image Recognition Kate Harris
conf/iccv/reinforcementlearnin208,Reinforcement Learning for Game Playing,Tina Thompson | X. Gonzalez | J. Garcia | Peter Davis,ICCV,2023,Conference Paper,10.6444/113997,https://dblp.org/rec/conf/iccv/reinforcementlearnin208,https://doi.org/10.3975/667623,Reinforcement Learning for Game Playing,Tina Thompson | X. Gonzalez | J. Garcia | Peter Davis,Tina Thompson,Reinforcement Learning for Game Playing Tina Thompson
conf/iclr/machinelearningincom52,Machine Learning in Computer Vision,David Perez,ICLR,2024,Conference Paper,10.4544/113600,https://dblp.org/rec/conf/iclr/machinelearningincom52,https://doi.org/10.9913/275211,Machine Learning in Computer Vision,David Perez,David Perez,Machine Learning in Computer Vision David Perez
conf/neural inf/gptmodelsfortextgene259,GPT Models for Text Generation,Frank Taylor | Alice Anderson,Neural Information Processing Systems,2022,Conference Paper,10.2024/393902,https://dblp.org/rec/conf/neural inf/gptmodelsfortextgene259,https://doi.org/10.3995/768661,GPT Models for Text Generation,Frank Taylor | Alice Anderson,Frank Taylor,GPT Models for Text Generation Frank Taylor
conf/ijcai/textsummarizationusi551,Text Summarization using Neural Networks - A Survey,Leo Perez | John Rodriguez | Noah Thompson | Q. Wilson,IJCAI,2022,Conference Paper,10.4488/552176,https://dblp.org/rec/conf/ijcai/textsummarizationusi551,https://doi.org/10.2492/166710,Text Summarization using Neural Networks - A Survey,Leo Perez | John Rodriguez | Noah Thompson | Q. Wilson,Leo Perez,Text Summarization using Neural Networks - A Survey Leo Perez
conf/sigir/meta-learningalgorit300,Meta-Learning Algorithms and Applications,H. Jackson | Jane Wilson | K. Clark,SIGIR,2023,Conference Paper,10.3373/684101,https://dblp.org/rec/conf/sigir/meta-learningalgorit300,https://doi.org/10.5897/806974,Meta-Learning Algorithms and Applications,H. Jackson | Jane Wilson | K. Clark,H. Jackson,Meta-Learning Algorithms and Applications H. Jackson
conf/internatio/graphneuralnetworksf186,Graph Neural Networks for Social Network Analysis,Sam Martin | Rachel Davis | Leo Perez | N. Johnson,International Conference on Machine Learning,2021,Conference Paper,10.2888/259237,https://dblp.org/rec/conf/internatio/graphneuralnetworksf186,,Graph Neural Networks for Social Network Analysis,Sam Martin | Rachel Davis | Leo Perez | N. Johnson,Sam Martin,Graph Neural Networks for Social Network Analysis Sam Martin
conf/internatio/recommendationsystem434,Recommendation Systems with Collaborative Filtering,Z. Thompson | Z. White | J. Harris,International Conference on Machine Learning,2023,Conference Paper,,https://dblp.org/rec/conf/internatio/recommendationsystem434,https://doi.org/10.1717/690048,Recommendation Systems with Collaborative Filtering,Z. Thompson | Z. White | J. Harris,Z. Thompson,Recommendation Systems with Collaborative Filtering Z. Thompson
conf/emnlp/explainableai:method330,EXPLAINABLE AI: METHODS AND CHALLENGES,Q. Lee | P. Hernandez,EMNLP,2023,Conference Paper,,https://dblp.org/rec/conf/emnlp/explainableai:method330,,EXPLAINABLE AI: METHODS AND CHALLENGES,Q. Lee | P. Hernandez,Q. Lee,EXPLAINABLE AI: METHODS AND CHALLENGES Q. Lee
conf/empirical /recurrentneuralnetwo113,Recurrent Neural Networks for Sequence Modeling,Rachel Thompson,Empirical Methods in Natural Language Processing,2022,Conference Paper,10.3961/384783,https://dblp.org/rec/conf/empirical /recurrentneuralnetwo113,,Recurrent Neural Networks for Sequence Modeling,Rachel Thompson,Rachel Thompson,Recurrent Neural Networks for Sequence Modeling Rachel Thompson
conf/cvpr/speechrecognitionwit565,Speech Recognition with DL,Uma Jackson | J. White | Kate Garcia | F. Martin,CVPR,2020,Conference Paper,10.7902/115856,https://dblp.org/rec/conf/cvpr/speechrecognitionwit565,,Speech Recognition with DL,Uma Jackson | J. White | Kate Garcia | F. Martin,Uma Jackson,Speech Recognition with DL Uma Jackson
conf/cikm/knowledgegraphembedd456,Knowledge Graph Embeddings,Jane Hernandez | Henry White | Noah Jackson,CIKM,2024,Conference Paper,10.4916/820238,https://dblp.org/rec/conf/cikm/knowledgegraphembedd456,https://doi.org/10.4225/524357,Knowledge Graph Embeddings,Jane Hernandez | Henry White | Noah Jackson,Jane Hernandez,Knowledge Graph Embeddings Jane Hernandez
conf/www/federatedlearningfor338,Federated Learning for Privacy-Preserving ML,Grace Johnson | Olivia Clark,WWW,2022,Conference Paper,10.3362/315441,https://dblp.org/rec/conf/www/federatedlearningfor338,https://doi.org/10.2224/496144,Federated Learning for Privacy-Preserving ML,Grace Johnson | Olivia Clark,Grace Johnson,Federated Learning for Privacy-Preserving ML Grace Johnson
conf/wsdm/few-shotlearninginco285,Few-Shot Learning in Computer Vision,G. Hernandez | O. Johnson | Yara Thompson | T. Anderson,WSDM,2023,Conference Paper,10.5055/697459,https://dblp.org/rec/conf/wsdm/few-shotlearninginco285,,Few-Shot Learning in Computer Vision,G. Hernandez | O. Johnson | Yara Thompson | T. Anderson,G. Hernandez,Few-Shot Learning in Computer Vision G. Hernandez
conf/iccv/naturallanguageproce223,Natural Language Processing with Transformers,Bob Garcia | Sam Gonzalez | Jack Rodriguez,ICCV,2021,Conference Paper,,https://dblp.org/rec/conf/iccv/naturallanguageproce223,https://doi.org/10.9274/371594,Natural Language Processing with Transformers,Bob Garcia | Sam Gonzalez | Jack Rodriguez,Bob Garcia,Natural Language Processing with Transformers Bob Garcia
conf/www/speechrecognitionwit566,Speech Recognition with Deep Learning,J. Johnson | Bob Garcia,WWW,2020,Conference Paper,10.4679/315449,https://dblp.org/rec/conf/www/speechrecognitionwit566,https://doi.org/10.3256/926109,Speech Recognition with Deep Learning,J. Johnson | Bob Garcia,J. Johnson,Speech Recognition with Deep Learning J. Johnson
conf/acl/federatedlearningfor336,Federated Learning for Privacy-Preserving ML,J. Wilson | Rachel Sanchez | Y. Martin | Grace Rodriguez,ACL,2021,Conference Paper,10.2527/960524,https://dblp.org/rec/conf/acl/federatedlearningfor336,https://doi.org/10.2424/828403,Federated Learning for Privacy-Preserving ML,J. Wilson | Rachel Sanchez | Y. Martin | Grace Rodriguez,J. Wilson,Federated Learning for Privacy-Preserving ML J. Wilson
conf/recsys/anomalydetectionusin413,Anomaly Detection using Machine Learning,Peter Lopez | Olivia Rodriguez | Emma Johnson | Tina Williams,RecSys,2022,Conference Paper,10.7721/617888,https://dblp.org/rec/conf/recsys/anomalydetectionusin413,https://doi.org/10.2260/447659,Anomaly Detection using Machine Learning,Peter Lopez | Olivia Rodriguez | Emma Johnson | Tina Williams,Peter Lopez,Anomaly Detection using Machine Learning Peter Lopez
conf/associatio/naturallanguageproce212,Natural Language Processing with Transformers,Jack White | Sam Rodriguez | Mary Rodriguez,Association for Computational Linguistics,2020,Conference Paper,10.3565/589949,https://dblp.org/rec/conf/associatio/naturallanguageproce212,,Natural Language Processing with Transformers,Jack White | Sam Rodriguez | Mary Rodriguez,Jack White,Natural Language Processing with Transformers Jack White
conf/eccv/neuralnetworksforima23,Neural Networks for Image Recognition,N. Johnson,ECCV,2020,Conference Paper,10.1870/618757,https://dblp.org/rec/conf/eccv/neuralnetworksforima23,https://doi.org/10.5203/976167,Neural Networks for Image Recognition,N. Johnson,N. Johnson,Neural Networks for Image Recognition N. Johnson
conf/naacl/deeplearningfornatur20,Deep Learning for Natural Language Processing - A Survey,J. Johnson,NAACL,2021,Conference Paper,,https://dblp.org/rec/conf/naacl/deeplearningfornatur20,,Deep Learning for Natural Language Processing - A Survey,J. Johnson,J. Johnson,Deep Learning for Natural Language Processing - A Survey J. Johnson
conf/iclr/few-shotlearninginco289,Few-Shot Learning in Computer Vision,Xavier Johnson,ICLR,2022,Conference Paper,10.1015/895877,https://dblp.org/rec/conf/iclr/few-shotlearninginco289,https://doi.org/10.1306/677412,Few-Shot Learning in Computer Vision,Xavier Johnson,Xavier Johnson,Few-Shot Learning in Computer Vision Xavier Johnson
conf/iccv/convolutionalneuraln102,Convolutional Neural Networks for Object Detection,Kate Taylor | A. White | M. Rodriguez | Alice Jackson,ICCV,2021,Conference Paper,10.3172/819475,https://dblp.org/rec/conf/iccv/convolutionalneuraln102,https://doi.org/10.9570/711884,Convolutional Neural Networks for Object Detection,Kate Taylor | A. White | M. Rodriguez | Alice Jackson,Kate Taylor,Convolutional Neural Networks for Object Detection Kate Taylor
conf/cvpr/transferlearningforc150,Transfer Learning for Computer Vision Tasks,Olivia Lee | Uma Brown,CVPR,2023,Conference Paper,10.5575/467142,https://dblp.org/rec/conf/cvpr/transferlearningforc150,,Transfer Learning for Computer Vision Tasks,Olivia Lee | Uma Brown,Olivia Lee,Transfer Learning for Computer Vision Tasks Olivia Lee
conf/journal of/few-shotlearninginco277,Few-Shot Learning in Computer Vision,Leo Jones,Journal of Machine Learning Research,2022,Conference Paper,10.7038/773652,https://dblp.org/rec/conf/journal of/few-shotlearninginco277,https://doi.org/10.2009/962124,Few-Shot Learning in Computer Vision,Leo Jones,Leo Jones,Few-Shot Learning in Computer Vision Leo Jones
conf/ieee trans/convolutionalneuraln98,Convolutional Neural Networks for Object Detection,P. Williams,IEEE Transactions on Pattern Analysis and Machine Intelligence,2023,Conference Paper,10.9514/622975,https://dblp.org/rec/conf/ieee trans/convolutionalneuraln98,https://doi.org/10.7952/285277,Convolutional Neural Networks for Object Detection,P. Williams,P. Williams,Convolutional Neural Networks for Object Detection P. Williams
conf/journal of/machinelearningincom49,Machine Learning in Computer Vision,Emma Thompson | David Moore | E. Taylor | Bob Martinez,Journal of Machine Learning Research,2022,Conference Paper,,https://dblp.org/rec/conf/journal of/machinelearningincom49,,Machine Learning in Computer Vision,Emma Thompson | David Moore | E. Taylor | Bob Martinez,Emma Thompson,Machine Learning in Computer Vision Emma Thompson
conf/naacl/sentimentanalysiswit510,Sentiment Analysis with Deep Learning,J. Brown | Carol Smith | Victor Hernandez,NAACL,2022,Conference Paper,10.2661/335725,https://dblp.org/rec/conf/naacl/sentimentanalysiswit510,https://doi.org/10.3669/184415,Sentiment Analysis with Deep Learning,J. Brown | Carol Smith | Victor Hernandez,J. Brown,Sentiment Analysis with Deep Learning J. Brown
conf/eccv/knowledgegraphembedd466,Knowledge Graph Embeddings,T. White | D. Thomas | A. Jackson | I. Brown,ECCV,2022,Conference Paper,,https://dblp.org/rec/conf/eccv/knowledgegraphembedd466,https://doi.org/10.8004/770106,Knowledge Graph Embeddings,T. White | D. Thomas | A. Jackson | I. Brown,T. White,Knowledge Graph Embeddings T. White
conf/journal of/graphneuralnetworksf185,Graph Neural Networks for Social Network Analysis,Emma White | Y. Taylor,Journal of Machine Learning Research,2021,Conference Paper,10.3666/620497,https://dblp.org/rec/conf/journal of/graphneuralnetworksf185,https://doi.org/10.4876/993526,Graph Neural Networks for Social Network Analysis,Emma White | Y. Taylor,Emma White,Graph Neural Networks for Social Network Analysis Emma White
conf/aaai/gptmodelsfortextgene254,GPT Models for Text Generation,Sam Sanchez | Alice Sanchez,AAAI,2024,Conference Paper,10.7685/966027,https://dblp.org/rec/conf/aaai/gptmodelsfortextgene254,https://doi.org/10.3042/646534,GPT Models for Text Generation,Sam Sanchez | Alice Sanchez,Sam Sanchez,GPT Models for Text Generation Sam Sanchez
conf/iccv/graphneuralnetworksf176,Graph Neural Networks for Social Network Analysis,Wendy Perez | Rachel Hernandez | Rachel Lopez | Victor Rodriguez,ICCV,2023,Conference Paper,,https://dblp.org/rec/conf/iccv/graphneuralnetworksf176,,Graph Neural Networks for Social Network Analysis,Wendy Perez | Rachel Hernandez | Rachel Lopez | Victor Rodriguez,Wendy Perez,Graph Neural Networks for Social Network Analysis Wendy Perez
conf/iccv/machinelearningincom50,Machine Learning in Computer Vision,J. Anderson | Bob Brown | Alice Wilson | Alice Gonzalez,ICCV,2022,Conference Paper,10.6125/724300,https://dblp.org/rec/conf/iccv/machinelearningincom50,https://doi.org/10.9401/117671,Machine Learning in Computer Vision,J. Anderson | Bob Brown | Alice Wilson | Alice Gonzalez,J. Anderson,Machine Learning in Computer Vision J. Anderson
conf/eccv/anomalydetectionusin426,Anomaly Detection using Machine Learning,Leo Thompson | Bob Anderson,ECCV,2022,Conference Paper,10.5455/519462,https://dblp.org/rec/conf/eccv/anomalydetectionusin426,https://doi.org/10.3899/480443,Anomaly Detection using Machine Learning,Leo Thompson | Bob Anderson,Leo Thompson,Anomaly Detection using Machine Learning Leo Thompson
conf/kdd/convolutionalneuraln88,Convolutional Neural Networks for Object Detection,Grace Martin | Xavier Thomas | Peter Davis,KDD,2022,Conference Paper,10.6478/425351,https://dblp.org/rec/conf/kdd/convolutionalneuraln88,,Convolutional Neural Networks for Object Detection,Grace Martin | Xavier Thomas | Peter Davis,Grace Martin,Convolutional Neural Networks for Object Detection Grace Martin
conf/neural inf/convolutionalneuraln96,Convolutional Neural Networks for Object Detection,Carol Davis,Neural Information Processing Systems,2021,Conference Paper,10.4566/470563,https://dblp.org/rec/conf/neural inf/convolutionalneuraln96,https://doi.org/10.9830/204159,Convolutional Neural Networks for Object Detection,Carol Davis,Carol Davis,Convolutional Neural Networks for Object Detection Carol Davis
conf/acl/explainableai:method328,Explainable AI: Methods and Challenges,Frank Hernandez,ACL,2024,Conference Paper,10.3742/482764,https://dblp.org/rec/conf/acl/explainableai:method328,https://doi.org/10.9110/704390,Explainable AI: Methods and Challenges,Frank Hernandez,Frank Hernandez,Explainable AI: Methods and Challenges Frank Hernandez
conf/iclr/generativeadversaria171,generative adversarial networks: a survey,Jack Lopez | Iris Johnson | Wendy Johnson | Uma Brown,ICLR,2022,Conference Paper,10.9477/497268,https://dblp.org/rec/conf/iclr/generativeadversaria171,https://doi.org/10.3101/966425,generative adversarial networks: a survey,Jack Lopez | Iris Johnson | Wendy Johnson | Uma Brown,Jack Lopez,generative adversarial networks: a survey Jack Lopez
conf/iclr/asurveyofdeeplearnin57,A Survey of Deep Learning Techniques,Henry Thomas,ICLR,2021,Conference Paper,10.2840/606270,https://dblp.org/rec/conf/iclr/asurveyofdeeplearnin57,,A Survey of Deep Learning Techniques,Henry Thomas,Henry Thomas,A Survey of Deep Learning Techniques Henry Thomas
conf/kdd/deeplearningfornatur15,Deep Learning for Natural Language Processing,Rachel Martin | Olivia Johnson | Grace Johnson | V. Brown,KDD,2022,Conference Paper,10.6465/855925,https://dblp.org/rec/conf/kdd/deeplearningfornatur15,https://doi.org/10.4571/174527,Deep Learning for Natural Language Processing,Rachel Martin | Olivia Johnson | Grace Johnson | V. Brown,Rachel Martin,Deep Learning for Natural Language Processing Rachel Martin
conf/associatio/anomalydetectionusin424,Anomaly Detection using Machine Learning,John Gonzalez | Leo Hernandez | Bob Harris,Association for Computational Linguistics,2024,Conference Paper,10.6589/131291,https://dblp.org/rec/conf/associatio/anomalydetectionusin424,https://doi.org/10.1637/947596,Anomaly Detection using Machine Learning,John Gonzalez | Leo Hernandez | Bob Harris,John Gonzalez,Anomaly Detection using Machine Learning John Gonzalez
conf/iclr/convolutionalneuraln84,Convolutional Neural Networks for Object Detection,X. Garcia | Olivia Davis,ICLR,2020,Conference Paper,10.9005/155711,https://dblp.org/rec/conf/iclr/convolutionalneuraln84,https://doi.org/10.5347/805280,Convolutional Neural Networks for Object Detection,X. Garcia | Olivia Davis,X. Garcia,Convolutional Neural Networks for Object Detection X. Garcia
conf/emnlp/reinforcementlearnin209,Reinforcement Learning for Game Playing,Wendy White | B. Thomas,EMNLP,2021,Conference Paper,,https://dblp.org/rec/conf/emnlp/reinforcementlearnin209,https://doi.org/10.3497/338749,Reinforcement Learning for Game Playing,Wendy White | B. Thomas,Wendy White,Reinforcement Learning for Game Playing Wendy White
conf/emnlp/gptmodelsfortextgene271,GPT Models for Text Generation,John Rodriguez | P. Taylor,EMNLP,2022,Conference Paper,10.6859/939833,https://dblp.org/rec/conf/emnlp/gptmodelsfortextgene271,https://doi.org/10.5890/200822,GPT Models for Text Generation,John Rodriguez | P. Taylor,John Rodriguez,GPT Models for Text Generation John Rodriguez
conf/kdd/meta-learningalgorit303,Meta-Learning Algorithms and Applications,V. Harris | Sam Jackson | Frank Lopez | Tina Brown,KDD,2021,Conference Paper,10.9831/772071,https://dblp.org/rec/conf/kdd/meta-learningalgorit303,https://doi.org/10.1214/788698,Meta-Learning Algorithms and Applications,V. Harris | Sam Jackson | Frank Lopez | Tina Brown,V. Harris,Meta-Learning Algorithms and Applications V. Harris
conf/kdd/meta-learningalgorit299,Meta-Learning Algorithms and Applications,U. Anderson | Bob Clark | Uma Lopez | H. Thompson,KDD,2022,Conference Paper,10.3688/783612,https://dblp.org/rec/conf/kdd/meta-learningalgorit299,https://doi.org/10.8468/651838,Meta-Learning Algorithms and Applications,U. Anderson | Bob Clark | Uma Lopez | H. Thompson,U. Anderson,Meta-Learning Algorithms and Applications U. Anderson
conf/artificial/imagesegmentationusi582,A Study on Image Segmentation using U-Net,Olivia Hernandez | Carol Taylor | Henry Perez,Artificial Intelligence Journal,2021,Conference Paper,,https://dblp.org/rec/conf/artificial/imagesegmentationusi582,https://doi.org/10.4218/667531,A Study on Image Segmentation using U-Net,Olivia Hernandez | Carol Taylor | Henry Perez,Olivia Hernandez,A Study on Image Segmentation using U-Net Olivia Hernandez
conf/cvpr/textsummarizationusi548,Text Summarization using Neural Networks,Iris Jackson,CVPR,2024,Conference Paper,10.7397/168580,https://dblp.org/rec/conf/cvpr/textsummarizationusi548,,Text Summarization using Neural Networks,Iris Jackson,Iris Jackson,Text Summarization using Neural Networks Iris Jackson
conf/internatio/convolutionalneuraln90,Convolutional Neural Networks for Object Detection,Alice Harris | Olivia Wilson,International Conference on Machine Learning,2023,Conference Paper,10.6785/207034,https://dblp.org/rec/conf/internatio/convolutionalneuraln90,https://doi.org/10.7796/199050,Convolutional Neural Networks for Object Detection,Alice Harris | Olivia Wilson,Alice Harris,Convolutional Neural Networks for Object Detection Alice Harris
conf/sigir/timeseriesforecastin402,Time Series Forecasting with Deep Learning,X. Lee,SIGIR,2023,Conference Paper,10.7753/172545,https://dblp.org/rec/conf/sigir/timeseriesforecastin402,https://doi.org/10.9632/181490,Time Series Forecasting with Deep Learning,X. Lee,X. Lee,Time Series Forecasting with Deep Learning X. Lee
conf/iclr/knowledgegraphembedd450,Knowledge Graph Embeddings,W. Jackson | Mary Thomas,ICLR,2020,Conference Paper,10.8340/176364,https://dblp.org/rec/conf/iclr/knowledgegraphembedd450,https://doi.org/10.4176/827591,Knowledge Graph Embeddings,W. Jackson | Mary Thomas,W. Jackson,Knowledge Graph Embeddings W. Jackson
conf/associatio/attentionmechanismsi123,Attention Mechanisms in Neural Machine Translation,M. Thompson | Zack Garcia | Uma White | Yara Clark,Association for Computational Linguistics,2023,Conference Paper,,https://dblp.org/rec/conf/associatio/attentionmechanismsi123,https://doi.org/10.7283/353005,Attention Mechanisms in Neural Machine Translation,M. Thompson | Zack Garcia | Uma White | Yara Clark,M. Thompson,Attention Mechanisms in Neural Machine Translation M. Thompson
conf/internatio/reinforcementlearnin195,Reinforcement Learning for Game Playing,Leo Sanchez | Emma Miller,International Conference on Machine Learning,2022,Conference Paper,10.2627/681984,https://dblp.org/rec/conf/internatio/reinforcementlearnin195,https://doi.org/10.8111/302968,Reinforcement Learning for Game Playing,Leo Sanchez | Emma Miller,Leo Sanchez,Reinforcement Learning for Game Playing Leo Sanchez
conf/associatio/automl:automatedmach363,AutoML: Automated Machine Learning Systems,Zack Smith | Rachel Anderson | John Martin,Association for Computational Linguistics,2020,Conference Paper,,https://dblp.org/rec/conf/associatio/automl:automatedmach363,,AutoML: Automated Machine Learning Systems,Zack Smith | Rachel Anderson | John Martin,Zack Smith,AutoML: Automated Machine Learning Systems Zack Smith
conf/icml/generativeadversaria157,A Study on Generative Adversarial Networks: A Survey,Bob Davis,ICML,2024,Conference Paper,10.1079/284763,https://dblp.org/rec/conf/icml/generativeadversaria157,,A Study on Generative Adversarial Networks: A Survey,Bob Davis,Bob Davis,A Study on Generative Adversarial Networks: A Survey Bob Davis
